Time,Amount,Class
48741.0,15.0,0
162799.0,1.98,0
66461.0,10.0,0
65345.0,8.99,0
55404.0,0.01,0
127115.0,99.0,0
129024.0,0.0,0
34188.0,44.67,0
74419.0,12.0,0
145293.0,1.0,0
46176.0,31.9,0
72014.0,11.05,0
135713.0,1678.0,0
77969.0,1.0,0
155212.0,5.99,0
58954.0,1.0,0
77074.0,1.18,0
71888.0,16.95,0
159767.0,179.7,0
51674.0,3.87,0
143629.0,3.58,0
60065.0,15.0,0
140515.0,76.0,0
77605.0,33.48,0
54918.0,60.0,0
76225.0,34.62,0
124187.0,60.85,0
66088.0,1.98,0
1422.0,1.0,0
84428.0,18.57,0
30059.0,0.99,0
140898.0,73.8,0
73394.0,19.99,0
158795.0,1.0,0
69932.0,4.49,0
55914.0,144.0,0
64893.0,59.99,0
54582.0,19.36,0
39500.0,0.79,0
38648.0,76.94,0
117373.0,59.99,0
58316.0,21.9,0
33041.0,239.54,0
11692.0,4.9,0
71676.0,75.9,0
82133.0,12.49,0
133015.0,44.85,0
135042.0,116.5,0
134508.0,25.0,0
61485.0,37.99,0
104564.0,11.27,0
134962.0,10.2,0
56312.0,18.0,0
132340.0,7.56,0
86224.0,33.0,0
72264.0,1.79,0
161034.0,0.76,0
63647.0,19.36,0
57949.0,7.61,0
136340.0,26.98,0
1757.0,70.85,0
151035.0,71.96,0
70480.0,532.91,0
78693.0,202.95,0
128977.0,45.9,0
132348.0,6.99,0
17173.0,241.11,0
157965.0,6.95,0
27443.0,56.88,0
127439.0,35.45,0
168143.0,49.99,0
77952.0,1.29,0
79080.0,38.06,0
148562.0,5.69,0
29537.0,9.0,0
3838.0,39.82,0
30778.0,330.21,0
75283.0,15.0,0
65927.0,156.0,0
123179.0,31.29,0
170303.0,19.99,0
124558.0,47.9,0
66908.0,53.85,0
135983.0,44.95,0
51584.0,10.0,0
46051.0,12.31,0
121778.0,10.93,0
37129.0,140.0,0
137866.0,1.98,0
39429.0,608.14,0
57415.0,104.0,0
878.0,18.8,0
22105.0,10.0,0
124725.0,15.8,0
134810.0,26.55,0
74517.0,17.99,0
138373.0,138.65,0
33704.0,0.89,0
152372.0,1.0,0
57085.0,0.89,0
43542.0,7.68,0
103629.0,130.0,0
125002.0,55.74,0
133425.0,99.9,0
75124.0,24.99,0
77381.0,8.93,0
121477.0,122.98,0
135633.0,58.0,0
26476.0,1.98,0
80254.0,0.9,0
54370.0,1.0,0
10937.0,14.95,0
129645.0,14.99,0
74890.0,71.54,0
88619.0,39.96,0
33169.0,29.98,0
158027.0,99.0,0
128546.0,32.75,0
27950.0,84.99,0
55849.0,134.88,0
136966.0,66.0,0
59731.0,4.49,0
76195.0,78.0,0
84571.0,1.0,0
62854.0,11.5,0
61033.0,1.86,0
41579.0,1.0,0
77219.0,0.76,0
66239.0,56.0,0
83189.0,16.6,0
65073.0,34.96,0
48768.0,78.0,0
101694.0,9.8,0
53269.0,29.74,0
7734.0,0.93,0
159429.0,1.29,0
121335.0,2.36,0
64128.0,488.7,0
168637.0,1.56,0
125840.0,12.1,0
78857.0,10.0,0
124944.0,86.46,0
81808.0,1.98,0
153669.0,49.4,0
34951.0,1.22,0
143384.0,68.0,0
171617.0,59.23,0
143711.0,130.71,0
67163.0,1.29,0
108622.0,2.12,0
41864.0,39.8,0
45562.0,34.95,0
76631.0,27.59,0
40503.0,314.0,0
141713.0,64.0,0
26898.0,50.0,0
122659.0,872.0,0
147862.0,78.0,0
43091.0,3.03,0
128649.0,143.52,0
153509.0,0.01,0
74662.0,130.52,0
80327.0,4.99,0
115529.0,91.9,0
24533.0,1.98,0
59808.0,393.0,0
110199.0,29.58,0
160858.0,0.23,0
75371.0,15.0,0
39256.0,19.26,0
103052.0,6.99,0
57786.0,54.5,0
52329.0,0.89,0
143574.0,1797.95,0
10858.0,3.59,0
161811.0,1.29,0
36279.0,25.5,0
96158.0,3.3,0
39755.0,480.0,0
122125.0,48.94,0
162434.0,1.0,0
141351.0,585.0,0
39798.0,54.42,0
64293.0,49.99,0
102533.0,4.5,0
77235.0,0.76,0
120034.0,155.37,0
70490.0,83.42,0
40979.0,1.0,0
42154.0,7.92,0
164441.0,48.8,0
142314.0,10.0,0
146776.0,16.43,0
134373.0,9.99,0
63375.0,34.94,0
150695.0,47.8,0
63864.0,38.44,0
153894.0,71.96,0
79393.0,298.95,0
68878.0,60.17,0
162709.0,1.29,0
121703.0,0.89,0
62905.0,45.57,0
45065.0,44.84,0
23407.0,1.0,0
170957.0,9.99,0
129755.0,6.26,0
68738.0,0.76,0
154004.0,0.79,0
121988.0,79.69,0
76910.0,21.0,0
80158.0,90.44,0
80833.0,50.0,0
153807.0,3.0,0
117664.0,8.99,0
122068.0,99.4,0
62982.0,27.0,0
165961.0,9.72,0
65097.0,125.9,0
13328.0,1.79,0
53623.0,3.76,0
33537.0,14.95,0
107791.0,11.27,0
128951.0,142.0,0
53255.0,20.86,0
152153.0,31.0,0
10325.0,79.0,0
158290.0,22.99,0
156245.0,5.0,0
109459.0,1.51,0
114167.0,1.0,0
36759.0,34.9,0
60197.0,7.83,0
145336.0,15.0,0
26769.0,1523.15,0
81458.0,120.0,0
126362.0,15.45,0
125952.0,88.0,0
126134.0,0.99,0
154316.0,15.6,0
44398.0,64.09,0
84622.0,1.0,0
142093.0,16.92,0
114925.0,5.89,0
38221.0,52.9,0
143752.0,350.0,0
160096.0,102.66,0
59300.0,7.8,0
149758.0,12.99,0
140254.0,2.98,0
166537.0,4.9,0
74588.0,1.98,0
71882.0,2.69,0
44575.0,147.9,0
38204.0,25.0,0
57975.0,1.0,0
62663.0,0.76,0
168191.0,5.45,0
79173.0,5.41,0
167789.0,9.99,0
30765.0,150.23,0
87565.0,64.53,0
46181.0,0.76,0
158234.0,10.8,0
154508.0,1.0,0
90658.0,255.31,0
142171.0,9.99,0
71234.0,2.5,0
29915.0,1.98,0
138456.0,94.56,0
164261.0,96.49,0
118705.0,78.54,0
79126.0,1376.46,0
147429.0,1.0,0
131495.0,17.17,0
138920.0,4.85,0
48904.0,400.0,0
157139.0,1.0,0
73024.0,244.92,0
140643.0,28.56,0
131661.0,6.88,0
153560.0,1.0,0
132059.0,6.24,0
76100.0,578.95,0
57872.0,63.42,0
161633.0,1.79,0
93722.0,29.7,0
34861.0,45.0,0
112367.0,2.49,0
84469.0,1.0,0
53662.0,1.58,0
151604.0,10.0,0
101750.0,10.0,0
48582.0,12.31,0
62088.0,413.58,0
39703.0,228.0,0
55237.0,28.75,0
135753.0,151.76,0
37711.0,372.0,0
163352.0,144.0,0
115738.0,17.99,0
73184.0,0.79,0
63002.0,135.2,0
44970.0,40.0,0
166992.0,0.99,0
53370.0,1918.5,0
170279.0,3.57,0
33664.0,186.26,0
113262.0,179.9,0
68442.0,12.98,0
79010.0,12.99,0
85307.0,5.41,0
82196.0,172.98,0
157194.0,8.67,0
123092.0,129.0,0
41929.0,0.99,0
79342.0,1.0,0
42858.0,125.0,0
118833.0,9.99,0
76167.0,0.76,0
148940.0,5.2,0
116497.0,16.0,0
59228.0,37.87,0
142600.0,216.35,0
4173.0,2.34,0
162680.0,10.0,0
51279.0,0.92,0
165612.0,1.0,0
41879.0,306.0,0
39258.0,830.78,0
86737.0,39.0,0
68795.0,63.82,0
46720.0,1.0,0
39896.0,90.0,0
72849.0,17.05,0
65442.0,18.99,0
143816.0,133.25,0
44899.0,5.0,0
160802.0,4.95,0
38280.0,361.0,0
129363.0,144.0,0
39233.0,15.0,0
119864.0,0.15,0
132111.0,5.0,0
41891.0,8.34,0
150041.0,105.0,0
70960.0,199.99,0
58686.0,0.0,0
74132.0,158.81,0
51146.0,10.99,0
123862.0,46.73,0
116941.0,12.0,0
155173.0,55.54,0
34028.0,4.83,0
152383.0,14.52,0
55640.0,106.05,0
77051.0,30.89,0
113628.0,1.0,0
44688.0,967.34,0
34456.0,4.99,0
80419.0,2.23,0
127279.0,32.79,0
150693.0,7.83,0
118248.0,29.9,0
58610.0,126.9,0
49941.0,2.58,0
116910.0,9.99,0
72043.0,35.7,0
121636.0,397.0,0
137140.0,23.0,0
143603.0,0.89,0
56278.0,36.49,0
60778.0,2.66,0
133956.0,8.9,0
694.0,18.0,0
74047.0,19.0,0
133975.0,89.7,0
131487.0,61.71,0
113734.0,1.0,0
160207.0,483.0,0
144045.0,11.98,0
163605.0,7.92,0
64934.0,63.25,0
113507.0,30.34,0
167868.0,17.99,0
165394.0,3.6,0
57229.0,5.0,0
67664.0,18.92,0
51470.0,25.0,0
159338.0,29.99,0
142251.0,15.0,0
86613.0,5.99,0
144359.0,159.08,0
79517.0,1.0,0
53879.0,474.19,0
124721.0,103.02,0
156674.0,8.99,0
11180.0,1.0,0
42750.0,1.0,0
108334.0,238.46,0
73130.0,54.9,0
76400.0,244.0,0
162975.0,2235.0,0
74262.0,311.28,1
107141.0,6.99,0
40952.0,39.95,0
132650.0,1.98,0
36348.0,59.14,0
143643.0,0.0,0
76213.0,28.78,0
163069.0,1.99,0
71427.0,12.99,0
138339.0,5.09,0
149651.0,15.0,0
156464.0,39.66,0
40533.0,30.44,0
60649.0,100.0,0
143491.0,374.47,0
58900.0,0.0,0
4810.0,8.76,0
46564.0,18.5,0
41640.0,47.15,0
28743.0,1.0,0
86429.0,39.79,0
162603.0,2.69,0
84324.0,1.0,0
31914.0,1.98,0
138798.0,1.49,0
74737.0,8.99,0
67974.0,244.46,0
132591.0,619.0,0
165282.0,17.99,0
82530.0,0.89,0
91348.0,29.99,0
84871.0,19.53,0
123647.0,5.49,0
47010.0,13.76,0
159250.0,17.99,0
150486.0,1.98,0
166291.0,49.99,0
71013.0,14.0,0
138184.0,66.79,0
11370.0,20.0,0
70683.0,30.0,0
74169.0,3.9,0
72798.0,69.0,0
36419.0,25.8,0
76016.0,1115.47,0
79689.0,15.35,0
148028.0,11.62,0
76516.0,280.0,0
122490.0,8.03,0
59255.0,61.72,0
43998.0,39.96,0
170084.0,0.89,0
14647.0,4.99,0
137887.0,52.16,0
72961.0,57.26,0
101314.0,8.78,0
149919.0,36.0,0
167724.0,1.0,0
159668.0,29.21,0
138846.0,9.99,0
33998.0,81.18,0
113021.0,1.0,0
77128.0,34.95,0
73374.0,1.0,0
79786.0,18.81,0
119451.0,7.7,0
33535.0,7.95,0
91977.0,1.0,0
147162.0,20.93,0
59970.0,1.29,0
160461.0,6.47,0
50906.0,25.89,0
157764.0,19.12,0
67097.0,2108.19,0
146319.0,91.0,0
53945.0,88.72,0
151504.0,1155.54,0
147918.0,150.0,0
83609.0,3.99,0
39793.0,51.19,0
143899.0,2.48,0
39871.0,1.0,0
166927.0,12.31,0
65311.0,38.7,0
27777.0,1.98,0
148567.0,45.0,0
126172.0,73.6,0
37884.0,29.0,0
142235.0,18.48,0
58146.0,20.0,0
152368.0,46.0,0
154026.0,52.07,0
148957.0,50.0,0
146904.0,49.99,0
129459.0,144.95,0
66684.0,13.61,0
53864.0,131.19,0
146076.0,1.0,0
52702.0,1.0,0
80245.0,3.99,0
132009.0,49.95,0
28301.0,28.13,0
41464.0,10.74,0
79089.0,75.0,0
59644.0,9.5,0
140926.0,4.34,0
124886.0,12.1,0
120064.0,188.7,0
61673.0,57.31,0
130084.0,405.78,0
62006.0,16.68,0
129238.0,84.95,0
38099.0,276.0,0
139743.0,108.23,0
85130.0,29.95,0
29604.0,60.0,0
162498.0,0.89,0
120659.0,100.0,0
80909.0,41.76,0
74205.0,1.0,0
152637.0,6.99,0
158497.0,99.6,0
45269.0,118.93,0
76984.0,116.0,0
93647.0,9.0,0
50992.0,89.0,0
27224.0,18.0,0
143227.0,31.26,0
42178.0,8.31,0
205.0,12.99,0
81893.0,22.0,0
164844.0,35.64,0
148968.0,1.79,0
605.0,134.7,0
36073.0,13.16,0
87214.0,176.99,0
82581.0,11.5,0
37938.0,49.99,0
113899.0,169.28,0
131203.0,1.98,0
135918.0,509.92,0
43356.0,40.87,0
64974.0,131.4,0
126308.0,22.99,0
165625.0,15.99,0
137748.0,82.53,0
135759.0,3.17,0
42677.0,3.0,0
135392.0,9.99,0
33567.0,30.0,0
60047.0,1.0,0
149749.0,15.72,0
154470.0,15.0,0
83693.0,14.99,0
77274.0,27.11,0
73523.0,17.97,0
38898.0,1.98,0
117925.0,20.0,0
124871.0,1.0,0
148087.0,100.0,0
121079.0,14.99,0
34758.0,8.99,0
160761.0,120.4,0
64956.0,17.04,0
87685.0,8.56,0
150482.0,100.0,0
71555.0,12.31,0
47314.0,297.0,0
94881.0,9.99,0
40789.0,0.76,0
139492.0,156.55,0
105186.0,9.6,0
81461.0,2.5,0
36035.0,6.42,0
41306.0,94.95,0
100369.0,136.04,0
162844.0,85.8,0
63145.0,2.52,0
132664.0,300.0,0
147313.0,1.18,0
145343.0,129.95,0
165248.0,4.99,0
166417.0,53.77,0
128836.0,38.18,0
91283.0,9.99,0
8018.0,96.61,0
164980.0,114.0,0
40845.0,10.0,0
76939.0,55.81,0
147520.0,4.8,0
28068.0,1.52,0
152715.0,294.35,0
125644.0,7.99,0
152610.0,69.16,0
48426.0,13.06,0
128252.0,45.0,0
140618.0,9.56,0
74410.0,85.23,0
123093.0,75.34,0
153631.0,42.83,0
37375.0,7.61,0
118327.0,226.0,0
48458.0,1.0,0
3726.0,2.49,0
107547.0,11.27,0
62171.0,860.17,0
35067.0,9.23,0
581.0,145.56,0
129847.0,31.35,0
42276.0,28.0,0
133365.0,29.7,0
32592.0,4.31,0
146969.0,49.99,0
40146.0,26.1,0
138119.0,1.0,0
168828.0,20.24,0
118539.0,139.0,0
53480.0,4.38,0
59240.0,211.0,0
58734.0,74.41,0
58382.0,1.29,0
168759.0,0.0,0
70947.0,61.78,0
128985.0,25.0,0
135105.0,55.25,0
144991.0,9.21,0
79168.0,25.9,0
38403.0,55.61,0
113631.0,1.0,0
68053.0,66.96,0
77884.0,11.5,0
77247.0,64.99,0
79498.0,40.0,0
74096.0,11.87,0
139669.0,51.85,0
58770.0,280.0,0
89563.0,9.98,0
24672.0,500.0,0
82088.0,149.0,0
26153.0,0.89,0
121023.0,2500.0,0
79287.0,1.0,0
112408.0,0.77,0
48787.0,123.96,0
153592.0,5.5,0
145964.0,65.32,0
43792.0,13.0,0
147546.0,17.49,0
136425.0,60.0,0
153044.0,50.14,0
61354.0,72.0,0
79430.0,1.0,0
65270.0,14.65,0
67246.0,79.15,0
54656.0,9.95,0
119570.0,27.9,0
163709.0,1.0,0
37576.0,109.0,0
79985.0,39.95,0
46937.0,1.0,0
139310.0,1.99,0
115731.0,29.69,0
43701.0,94.94,0
167395.0,209.9,0
28843.0,105.75,0
62395.0,1.78,0
67609.0,1.0,0
128507.0,20.0,0
70568.0,64.95,0
147769.0,300.0,0
75362.0,37.83,0
81439.0,154.46,0
56319.0,340.0,0
129266.0,155.0,0
74233.0,10.99,0
131950.0,33.75,0
128250.0,51.41,0
85938.0,1.98,0
78216.0,2.58,0
9355.0,0.01,0
50579.0,18.09,0
45278.0,1.29,0
137287.0,2.2,0
16391.0,9.78,0
67497.0,1.0,0
39258.0,22.4,0
160826.0,1.98,0
138656.0,0.85,0
64791.0,3.84,0
35884.0,100.94,0
58978.0,0.95,0
136068.0,517.2,0
81704.0,50.0,0
159558.0,16.92,0
125369.0,755.87,0
90501.0,23.08,0
123887.0,44.22,0
141052.0,99.94,0
39657.0,327.39,0
94973.0,4.37,0
142825.0,79.99,0
56702.0,1.79,0
164563.0,7.7,0
76871.0,1.0,0
136901.0,8.95,0
39575.0,14.97,0
128591.0,45.0,0
121084.0,100.0,0
79982.0,214.11,0
38272.0,49.74,0
143609.0,2.99,0
132372.0,181.59,0
84539.0,3.17,0
153385.0,2.28,0
82199.0,0.89,0
62839.0,6.76,0
52360.0,163.39,0
41755.0,450.0,0
45108.0,69.7,0
169702.0,526.75,0
155688.0,2.28,0
117253.0,9.51,0
47109.0,0.76,0
145010.0,9.99,0
150269.0,4.21,0
157756.0,88.95,0
169940.0,1.98,0
87365.0,160.0,0
154104.0,120.61,0
163326.0,0.89,0
63749.0,0.0,0
147713.0,76.9,0
118913.0,1.0,0
132052.0,4.99,0
118651.0,40.48,0
58081.0,34.96,0
40690.0,71.95,0
132221.0,1205.67,0
125587.0,96.66,0
60040.0,11.61,0
55866.0,47.45,0
157824.0,1.29,0
41903.0,138.0,0
32491.0,0.99,0
32708.0,1.99,0
30539.0,71.0,0
19486.0,11.85,0
159287.0,252.6,0
36755.0,40.0,0
142524.0,19.99,0
166882.0,222.31,0
113115.0,1.0,0
123174.0,504.0,0
32538.0,110.0,0
89460.0,179.7,0
128141.0,155.8,0
166975.0,3.5,0
59470.0,37.8,0
135190.0,175.41,0
114021.0,122.0,0
69903.0,17.95,0
152689.0,1.0,0
34546.0,101.5,0
38691.0,180.43,0
100838.0,39.0,0
37137.0,44.74,0
130753.0,250.0,0
143314.0,29.98,0
54423.0,2.94,0
134589.0,0.0,0
141741.0,74.0,0
44291.0,298.24,0
44083.0,149.34,0
67739.0,31.61,0
171265.0,8.95,0
170753.0,8.99,0
42085.0,12.31,0
42719.0,39.0,0
150984.0,37.8,0
122702.0,204.11,0
11064.0,15.95,0
59618.0,18.45,0
80069.0,1.79,0
78688.0,1.0,0
123484.0,84.08,0
31003.0,415.02,0
48632.0,379.01,0
119375.0,25.0,0
4200.0,11.99,0
38602.0,89.0,0
143329.0,111.9,0
149940.0,29.99,0
150698.0,0.89,0
57119.0,34.0,0
121530.0,178.14,0
138443.0,11.5,0
129537.0,59.96,0
29967.0,13.4,0
79653.0,17.0,0
54207.0,19.95,0
60465.0,23.27,0
75560.0,38.57,0
148351.0,8.1,0
124527.0,15.85,0
83922.0,466.19,0
116221.0,346.39,0
3736.0,42.0,0
149515.0,1.98,0
50273.0,198.7,0
148055.0,216.07,0
161374.0,1.0,0
136028.0,48.69,0
135940.0,179.8,0
77325.0,1.92,0
35490.0,117.5,0
59379.0,10.0,0
56230.0,61.36,0
70367.0,3.78,0
167096.0,59.7,0
79512.0,1.0,0
119895.0,0.89,0
55268.0,89.9,0
48737.0,93.89,0
140246.0,10.0,0
58525.0,75.97,0
22391.0,7.82,0
44972.0,13.0,0
84520.0,1.0,0
26865.0,99.99,0
125677.0,1.78,0
145140.0,128.0,0
118902.0,78.88,0
79388.0,1.98,0
71654.0,10.59,0
79769.0,202.18,0
115759.0,82.51,0
153790.0,1.0,0
10929.0,76.0,0
155722.0,127.48,0
96023.0,1680.0,0
81389.0,4.99,0
131417.0,14.99,0
14747.0,12.16,0
148525.0,15.0,0
38836.0,30.0,0
163991.0,19.6,0
52669.0,540.54,0
94281.0,13.56,0
117737.0,35.39,0
68744.0,159.0,0
8926.0,49.5,0
116885.0,118.78,0
140021.0,1.98,0
37556.0,16.0,0
45678.0,60.0,0
4058.0,282.79,0
151420.0,99.0,0
75133.0,1.0,0
33542.0,5.37,0
135363.0,20.5,0
31052.0,89.99,0
142126.0,105.09,0
72306.0,284.98,0
151287.0,9.27,0
123157.0,69.97,0
71922.0,8.38,0
146410.0,99.8,0
82286.0,4.99,0
53198.0,7.58,0
45261.0,561.1,0
132481.0,15.21,0
113774.0,14.48,0
151377.0,274.43,0
68815.0,101.0,0
120074.0,46.0,0
18558.0,11.85,0
159132.0,8.99,0
147106.0,0.01,0
75045.0,242.08,0
74499.0,46.7,0
35951.0,22.94,0
161848.0,18.0,0
58895.0,44.95,0
44184.0,23.86,0
64004.0,16.95,0
138769.0,357.6,0
77204.0,8.93,0
30095.0,140.58,0
1040.0,160.0,0
31805.0,1.0,0
66518.0,2.67,0
134244.0,12.0,0
49707.0,1.0,0
97243.0,1053.99,0
162237.0,15.0,0
113144.0,1.0,0
160079.0,8.99,0
43803.0,9.99,0
123116.0,40.4,0
88731.0,12.99,0
56220.0,80.8,0
798.0,7.99,0
34876.0,37.84,0
141065.0,79.98,0
57162.0,100.0,0
80991.0,8.01,0
155357.0,23.8,0
19906.0,5.0,0
60279.0,3.95,0
158648.0,192.0,0
84004.0,0.99,0
81104.0,12.81,0
141258.0,3.57,0
30798.0,6.21,0
164638.0,1.0,0
35389.0,714.79,0
130546.0,1.98,0
88242.0,42.98,0
165234.0,27.25,0
129409.0,15.0,0
61780.0,6.28,0
149814.0,3.28,0
165253.0,1.29,0
19053.0,89.99,0
154133.0,64.75,0
166734.0,106.6,0
132489.0,48.49,0
111462.0,1.0,0
11284.0,14.0,0
50088.0,98.2,0
39699.0,34.85,0
34983.0,0.76,0
38604.0,85.0,0
123289.0,2.49,0
157631.0,1.98,0
161211.0,300.0,0
74524.0,187.19,0
858.0,1.79,0
32849.0,54.99,0
141616.0,71.7,0
51769.0,981.16,0
71089.0,1.99,0
36776.0,11.0,0
53123.0,9.99,0
127764.0,43.1,0
36326.0,310.9,0
135319.0,28.0,0
48326.0,2.15,0
33730.0,15.94,0
74389.0,400.0,0
53826.0,68.61,0
1874.0,12.99,0
85906.0,97.98,0
71317.0,2.69,0
49468.0,4.79,0
79494.0,1.98,0
151588.0,7.53,0
137981.0,100.0,0
79536.0,9.99,0
39092.0,58.0,0
74134.0,275.66,0
126573.0,500.0,0
169708.0,2.0,0
150446.0,5.99,0
163275.0,59.0,0
71356.0,9.99,0
60021.0,15.17,0
59584.0,144.95,0
79308.0,1.0,0
79396.0,1.0,0
150364.0,1.98,0
52741.0,89.99,0
91574.0,39.21,0
11036.0,39.0,0
65930.0,9.12,0
85009.0,28.98,0
168867.0,21.24,0
115991.0,6.78,0
11650.0,10.0,0
154998.0,5.49,0
116488.0,2.28,0
125798.0,14.0,0
155849.0,31.8,0
142400.0,216.35,0
137262.0,9.49,0
108627.0,99.95,0
95903.0,33.99,0
44358.0,89.99,0
133451.0,2.8,0
124435.0,14.22,0
123987.0,29.95,0
78896.0,5.99,0
165143.0,120.2,0
49618.0,1.0,0
30296.0,79.5,0
78043.0,12.31,0
99559.0,1.0,0
153911.0,35.83,0
70075.0,363.8,0
30797.0,1.79,0
125145.0,2.58,0
102650.0,4.54,0
158755.0,2.5,0
145405.0,15.0,0
152454.0,8.91,0
63504.0,160.31,0
76846.0,2.0,0
163994.0,0.78,0
78624.0,12.87,0
140939.0,2.58,0
63013.0,1.0,0
118624.0,42.5,0
136013.0,48.85,0
42822.0,3.59,0
146165.0,49.99,0
127352.0,60.0,0
35502.0,9.09,0
110155.0,162.71,0
116015.0,0.68,0
161594.0,0.99,0
97769.0,16.56,0
63192.0,118.57,0
50606.0,177.41,0
113013.0,1.0,0
61086.0,64.72,0
169596.0,36.94,0
8482.0,58.3,0
80740.0,4.99,0
84659.0,59.9,0
118728.0,1.98,0
70706.0,1.0,0
14469.0,15.95,0
40599.0,42.99,0
135406.0,5.0,0
128988.0,2.92,0
40521.0,7.5,0
153647.0,112.0,0
65365.0,22.48,0
141322.0,179.29,0
35833.0,18.9,0
61040.0,6.15,0
71593.0,39.99,0
81534.0,9.99,0
68052.0,1.88,0
143517.0,72.0,0
32249.0,39.72,0
157769.0,39.2,0
57580.0,49.95,0
157791.0,11.5,0
73158.0,7.0,0
168119.0,150.0,0
161956.0,0.99,0
130156.0,0.76,0
47743.0,85.14,0
31683.0,7.58,0
36556.0,199.0,0
47408.0,84.96,0
89167.0,37.04,0
167999.0,3.15,0
67323.0,1.0,0
169570.0,9.99,0
81093.0,152.84,0
33630.0,55.0,0
168955.0,31.61,0
60161.0,10.0,0
131431.0,40.4,0
916.0,4.97,0
109436.0,116.95,0
49573.0,41.75,0
33904.0,64.73,0
123341.0,5.85,0
31272.0,105.64,0
50203.0,41.66,0
146052.0,27.37,0
44869.0,101.49,0
140103.0,16.0,0
153950.0,1.0,0
125275.0,29.99,0
55244.0,56.87,0
160177.0,14.49,0
129980.0,36.87,0
26145.0,19.27,0
145224.0,44.99,0
61472.0,2.51,0
85689.0,1.54,0
74920.0,0.0,0
71034.0,46.3,0
109224.0,4.41,0
139449.0,13.1,0
161382.0,60.29,0
131472.0,65.0,0
158144.0,29.8,0
123726.0,63.2,0
33072.0,18.0,0
113095.0,1.0,0
52690.0,1.29,0
116914.0,14.98,0
75633.0,198.4,0
63645.0,313.63,0
79265.0,696.0,0
60782.0,43.84,0
46495.0,15.96,0
30795.0,64.95,0
62712.0,100.0,0
67384.0,12.0,0
